delta,ax,ay,az,mx,my,mz,gx,gy,gz,pitch,roll,yaw
0.111,0.703,0.175,0.260,-3.000,-49.000,-7.000,0.283,-0.481,3.246,-0.27,1.14,2.15
0.090,0.623,0.006,0.249,3.000,-48.000,-5.000,-1.062,-0.920,2.286,-0.12,1.26,2.30
0.101,0.452,0.448,0.367,16.000,-44.000,-2.000,-0.678,-0.438,3.084,0.15,1.32,2.43
0.102,0.316,0.765,0.504,31.000,-38.000,-1.000,-0.756,-0.100,2.862,0.43,1.36,2.51
0.100,0.110,0.957,0.371,38.000,-31.000,-2.000,-0.725,0.127,2.222,0.65,1.42,2.54
0.100,-0.007,1.221,0.423,44.000,-24.000,-8.000,-1.035,-0.390,2.398,0.89,1.45,2.64
0.101,-0.182,1.177,0.320,45.000,-21.000,-9.000,-0.875,-0.655,2.295,1.12,1.37,2.84
0.101,-0.185,1.250,-0.224,41.000,-15.000,-19.000,-2.106,-0.074,0.496,1.18,1.55,2.86
0.101,-0.287,1.162,0.323,38.000,-12.000,-27.000,-0.604,0.308,1.227,1.32,1.73,2.74
0.101,-0.368,1.360,-0.240,39.000,-6.000,-27.000,-0.301,0.181,1.596,1.47,2.28,2.21
0.091,-0.372,0.532,-0.400,32.000,-7.000,-36.000,-3.155,-0.355,-1.389,1.39,1.97,2.81
0.101,-0.513,0.924,-0.095,32.000,-3.000,-27.000,0.094,1.345,1.889,1.37,-2.96,1.43
0.100,-0.658,1.174,-0.235,32.000,5.000,-36.000,-0.667,0.972,0.815,1.24,-2.67,1.19
0.100,-0.705,0.878,-0.502,31.000,5.000,-29.000,-0.526,0.431,-0.448,1.22,-2.74,1.33
0.100,-0.835,1.224,-0.439,33.000,10.000,-33.000,0.843,1.011,-1.182,1.14,-3.13,1.65
0.111,-0.728,1.073,-0.552,38.000,1.000,-23.000,-0.323,-1.208,-3.377,1.13,2.34,2.58
0.101,-0.488,1.056,-0.787,40.000,-12.000,-28.000,1.215,-2.315,-3.509,0.90,1.65,-3.04
0.101,-0.238,1.073,0.134,32.000,-34.000,-17.000,1.213,-3.815,-3.163,0.54,1.22,-2.60
0.091,0.136,0.174,0.270,16.000,-46.000,-7.000,-1.974,-4.330,-4.271,0.05,1.32,-2.33
0.101,0.618,0.266,0.650,8.000,-44.000,3.000,-0.869,-2.510,-1.341,-0.14,1.41,-2.11
0.101,0.529,0.690,0.104,4.000,-45.000,17.000,-0.795,-2.654,-1.830,-0.36,1.55,-1.86
0.100,0.457,0.251,0.905,0.000,-34.000,27.000,-0.365,-2.986,-0.565,-0.40,1.70,-1.53
0.100,0.413,0.345,0.928,0.000,-24.000,39.000,-0.113,-1.952,-0.065,-0.38,1.79,-1.33
0.100,0.175,0.086,0.861,0.000,-12.000,40.000,-0.070,-2.532,-0.074,-0.32,1.88,-1.06
0.101,-0.196,0.444,0.878,0.000,-1.000,34.000,0.467,-3.154,0.146,-0.21,1.91,-0.76
0.100,-0.385,0.170,0.996,-7.000,8.000,33.000,0.731,-1.973,0.898,-0.06,1.85,-0.60
0.100,-0.718,0.347,0.634,-14.000,2.000,41.000,1.348,-2.702,1.432,0.14,1.70,-0.36
0.091,-0.927,0.007,0.893,-16.000,16.000,34.000,0.623,-2.237,0.880,0.24,1.60,-0.17
0.100,-0.859,-0.331,0.660,-19.000,16.000,32.000,0.605,-0.473,1.108,0.36,1.51,-0.12
0.111,-0.934,-0.117,0.730,-25.000,16.000,29.000,0.994,-0.140,0.880,0.46,1.38,-0.09
0.090,-0.958,-0.246,0.691,-29.000,17.000,17.000,1.177,-0.728,0.399,0.49,1.22,-0.01
0.100,-0.864,-0.504,0.557,-32.000,15.000,11.000,0.880,0.097,-0.723,0.44,1.14,-0.05
0.100,-0.871,-0.308,0.370,-34.000,14.000,8.000,1.306,-0.691,0.623,0.48,0.96,0.05
0.100,-0.892,-0.532,-0.064,-33.000,16.000,7.000,1.382,0.633,-0.019,0.53,0.86,-0.01
0.111,-0.952,-0.733,0.253,-34.000,18.000,3.000,0.230,-0.303,-1.139,0.43,0.87,-0.09
0.101,-0.931,-0.502,0.378,-30.000,20.000,0.000,-0.226,0.163,-0.499,0.42,0.91,-0.15
0.091,-0.892,-0.124,-0.053,-29.000,21.000,2.000,0.208,-0.502,-0.128,0.40,0.89,-0.12
0.100,-1.095,-0.422,0.600,-26.000,28.000,0.000,-0.772,-0.499,-2.245,0.21,0.99,-0.23
0.101,-0.993,-0.153,0.120,-24.000,27.000,0.000,0.415,0.653,-0.104,0.25,0.96,-0.30
0.100,-1.037,-0.292,0.226,-24.000,29.000,1.000,-0.709,0.581,-0.934,0.22,1.06,-0.41
0.100,-1.046,0.034,0.501,-20.000,29.000,9.000,-0.255,1.123,-0.147,0.27,1.10,-0.53
0.100,-0.982,-0.179,0.367,-20.000,29.000,14.000,-0.354,1.501,-0.111,0.34,1.18,-0.69
0.111,-0.801,-0.016,0.313,-20.000,28.000,19.000,-0.649,1.107,-0.572,0.34,1.29,-0.85
0.080,-0.747,0.032,0.536,-14.000,25.000,25.000,-0.341,0.947,-0.164,0.35,1.34,-0.93
0.101,-0.740,0.127,0.673,-13.000,20.000,28.000,-0.557,1.405,-0.457,0.34,1.44,-1.09
0.100,-0.691,0.062,0.729,-12.000,19.000,39.000,-0.656,1.911,-0.998,0.26,1.55,-1.30
0.100,-0.539,0.254,0.742,-9.000,10.000,39.000,-0.297,2.322,-0.733,0.19,1.63,-1.54
0.101,-0.325,0.186,0.706,-5.000,3.000,35.000,-0.255,3.173,-0.390,0.13,1.70,-1.86
0.100,-0.086,-0.208,0.618,0.000,-5.000,38.000,-0.184,3.604,-0.483,0.03,1.73,-2.21
0.101,0.253,0.282,0.087,-2.000,-21.000,38.000,0.100,4.549,-0.284,-0.08,1.71,-2.65
0.111,0.601,-0.028,0.190,-4.000,-35.000,31.000,0.127,3.108,0.267,-0.10,1.66,-3.00
0.091,0.749,0.440,-0.141,-3.000,-42.000,22.000,0.396,2.516,1.155,-0.02,1.61,3.05
0.100,0.847,0.380,-0.072,-1.000,-43.000,14.000,-0.029,1.024,0.532,0.02,1.61,2.95
0.101,0.822,0.577,0.195,0.000,-43.000,10.000,0.011,0.920,0.491,0.05,1.61,2.85
0.111,0.794,0.490,0.145,2.000,-48.000,5.000,-0.363,0.926,0.174,0.06,1.65,2.75
0.090,0.797,0.572,-0.223,3.000,-48.000,-1.000,0.124,1.166,0.722,0.10,1.65,2.64
0.100,0.755,0.363,-0.506,5.000,-49.000,-3.000,-0.211,0.505,0.455,0.13,1.69,2.58
0.101,0.542,0.389,0.146,14.000,-49.000,-6.000,-0.153,0.887,1.684,0.28,1.73,2.46
0.090,0.230,1.242,-0.406,22.000,-40.000,-24.000,-0.559,3.863,2.453,0.40,1.92,2.05
0.100,0.212,0.935,-0.827,25.000,-35.000,-28.000,-0.397,1.978,0.652,0.38,2.06,1.81
0.111,0.208,1.150,-0.946,26.000,-31.000,-26.000,-0.110,0.741,0.736,0.40,2.13,1.68
0.090,0.101,1.215,-1.201,27.000,-35.000,-28.000,0.778,-1.798,-1.058,0.39,1.98,1.88
0.100,0.248,0.586,-0.980,21.000,-41.000,-18.000,1.914,-2.219,-1.133,0.34,1.71,2.13
0.100,0.370,0.599,0.173,15.000,-48.000,-5.000,1.319,-3.977,-1.499,0.19,1.46,2.55
0.100,0.496,0.392,-0.088,4.000,-48.000,7.000,1.914,-2.813,-0.727,0.04,1.24,2.81
0.101,-0.200,0.236,0.776,-6.000,-32.000,35.000,0.577,-6.673,-1.402,-0.31,1.25,-2.90
0.101,-0.090,0.216,1.539,-2.000,-6.000,46.000,0.861,-2.864,0.680,-0.33,1.25,-2.59
0.100,-0.323,0.521,1.320,-6.000,-4.000,40.000,0.287,-3.274,0.505,-0.38,1.33,-2.24
0.100,-0.368,-0.069,0.591,-4.000,-4.000,41.000,-0.728,-1.335,1.360,-0.26,1.45,-2.07
0.101,-0.546,0.283,1.065,5.000,4.000,44.000,-5.096,-1.954,0.056,-0.22,1.99,-1.88
0.101,-0.573,0.721,0.027,22.000,5.000,42.000,-2.570,-1.535,-0.206,-0.15,2.28,-1.73
0.100,-0.576,0.358,0.043,28.000,14.000,35.000,-1.158,-0.879,0.771,-0.03,2.40,-1.72
0.100,-0.729,0.879,0.129,29.000,17.000,30.000,-1.059,0.642,1.295,0.01,2.51,-1.86
0.100,-1.450,0.993,0.252,23.000,20.000,32.000,2.773,3.777,5.876,0.14,2.29,-2.52
0.091,-0.833,0.391,0.015,21.000,9.000,33.000,-1.537,1.701,-0.078,0.04,2.44,-2.63
0.100,-0.777,0.449,1.474,21.000,6.000,40.000,0.603,0.990,-0.161,-0.04,2.38,-2.68
0.100,-0.705,0.850,1.002,26.000,0.000,33.000,-2.210,-1.170,0.102,0.06,2.60,-2.62
0.100,-0.577,0.400,0.245,30.000,-7.000,31.000,-1.344,2.352,0.826,-0.11,2.73,-2.80
0.101,-0.423,0.321,0.210,24.000,-14.000,31.000,-2.303,2.915,-2.171,-0.44,3.01,-2.66
0.100,-0.093,0.781,0.512,43.000,-28.000,32.000,-2.543,3.449,-2.894,-0.75,-2.79,-2.27
0.101,0.144,1.011,0.152,41.000,-51.000,-7.000,-2.284,1.224,-2.762,-0.70,-2.29,-1.86
0.101,0.246,0.812,-0.052,30.000,-48.000,-17.000,0.128,1.000,0.723,-0.81,-2.26,-1.80
0.100,0.301,1.036,-0.001,26.000,-45.000,-15.000,-0.488,0.825,-2.079,-0.67,-2.03,-1.54
0.101,0.302,1.208,0.020,25.000,-41.000,-15.000,0.305,0.964,0.476,-0.75,-1.99,-1.44
0.101,0.530,0.289,-0.401,18.000,-47.000,-12.000,-0.049,0.013,-2.074,-0.56,-1.94,-1.34
0.101,0.607,0.560,-0.585,16.000,-45.000,-13.000,0.483,-0.415,0.010,-0.55,-2.03,-1.38
0.101,0.695,0.382,0.016,17.000,-46.000,-9.000,1.226,0.820,-1.303,-0.48,-2.07,-1.22
0.100,0.599,1.123,0.356,8.000,-47.000,-7.000,-0.573,-1.402,-2.659,-0.18,-2.01,-1.22
0.101,0.836,0.176,-0.206,0.000,-46.000,-9.000,2.459,1.974,-2.354,-0.09,-2.22,-0.93
0.101,0.817,-0.459,-0.076,-13.000,-41.000,-16.000,-0.223,0.669,-2.860,0.09,-2.20,-0.71
0.091,0.898,-0.008,-0.111,-18.000,-41.000,-18.000,0.282,0.689,-1.082,0.12,-2.23,-0.60
0.100,0.983,-0.703,0.251,-25.000,-32.000,-17.000,-1.388,0.517,-3.187,0.34,-2.15,-0.37
0.101,0.771,-0.446,0.143,-28.000,-25.000,-17.000,-0.440,-0.112,-1.805,0.49,-2.14,-0.27
0.101,0.628,-0.570,-0.017,-35.000,-17.000,-11.000,-1.142,0.347,-1.691,0.62,-2.11,-0.13
0.101,0.449,-0.560,0.045,-33.000,-9.000,-5.000,-0.891,0.294,-1.354,0.73,-2.10,-0.01
0.101,0.360,-0.753,0.204,-35.000,0.000,-2.000,-0.158,-0.419,-0.683,0.81,-2.08,-0.01
0.101,0.282,-0.939,0.251,-32.000,4.000,0.000,0.025,-0.154,-0.500,0.87,-2.10,0.01
0.101,0.122,-1.354,0.131,-34.000,9.000,-5.000,0.289,-0.256,-0.437,0.93,-2.13,0.01
0.101,0.130,-1.172,0.044,-34.000,2.000,-7.000,0.173,-0.960,1.487,0.85,-1.97,-0.23
0.101,0.245,-0.870,0.234,-35.000,-3.000,0.000,-1.077,-1.129,2.336,0.66,-1.69,-0.47
0.100,0.385,-0.386,0.652,-35.000,-14.000,-3.000,0.630,-0.364,2.755,0.39,-1.71,-0.56
0.101,0.603,-0.600,0.240,-34.000,-22.000,-6.000,0.813,-0.140,2.619,0.13,-1.77,-0.62
0.101,0.687,-1.080,-0.070,-30.000,-29.000,-9.000,0.856,-0.473,1.816,-0.04,-1.86,-0.72
0.101,0.863,-0.309,0.135,-24.000,-37.000,-4.000,-0.247,0.625,2.255,-0.29,-1.84,-0.72
0.101,0.932,0.059,0.162,-17.000,-41.000,-6.000,-0.315,0.608,2.379,-0.56,-1.80,-0.72
0.101,0.897,0.407,0.047,-8.000,-45.000,-11.000,-0.717,0.874,2.574,-0.84,-1.68,-0.66
0.100,0.778,0.621,-0.168,0.000,-47.000,-20.000,-0.438,1.402,2.771,-1.12,-1.44,-0.41
0.101,0.588,0.370,-0.285,12.000,-40.000,-31.000,-0.686,1.329,2.576,-1.30,-0.78,0.21
0.091,0.396,0.821,-0.312,20.000,-35.000,-35.000,-0.656,1.361,2.686,-1.26,0.14,1.12
0.101,0.099,0.805,-0.415,25.000,-24.000,-38.000,-0.700,1.850,2.300,-1.02,0.53,1.46
0.100,-0.172,0.982,-0.515,28.000,-12.000,-37.000,-0.179,2.057,2.203,-0.74,0.62,1.56
0.100,-0.359,0.855,-0.666,28.000,-3.000,-35.000,-0.197,1.875,1.100,-0.53,0.62,1.52
0.101,-0.473,0.753,-0.402,26.000,3.000,-33.000,-0.163,1.481,0.327,-0.38,0.60,1.45
0.101,-0.575,0.931,-0.632,24.000,9.000,-34.000,-0.263,0.954,-0.487,-0.32,0.59,1.34
0.100,-0.547,0.951,-0.663,26.000,12.000,-42.000,-0.386,0.236,-0.950,-0.35,0.60,1.23
0.101,-0.514,1.058,-0.732,22.000,0.000,-41.000,-0.432,-0.618,-1.386,-0.48,0.60,1.14
0.100,-0.346,0.935,-0.696,23.000,-5.000,-42.000,-1.026,-1.854,-1.952,-0.75,0.66,1.07
0.111,-0.171,0.798,-0.916,16.000,-20.000,-38.000,-1.037,-2.982,-2.014,-1.16,0.86,1.18
0.090,0.169,0.471,-0.485,9.000,-32.000,-33.000,-0.996,-3.524,-1.619,-1.39,1.99,2.25
0.111,0.464,0.665,-0.397,4.000,-44.000,-21.000,-0.578,-3.156,-0.817,-1.13,3.03,-3.01
0.090,0.604,0.333,-0.024,0.000,-48.000,-12.000,-0.304,-2.964,-1.019,-0.87,-3.06,-2.82
0.101,0.579,0.102,0.190,-6.000,-48.000,5.000,-0.187,-3.700,-1.408,-0.49,-2.96,-2.69
0.101,0.717,0.094,0.899,-13.000,-37.000,17.000,0.114,-3.218,-0.587,-0.17,-2.97,-2.69
0.100,0.799,0.130,1.199,-14.000,-35.000,22.000,0.255,-1.299,-0.307,-0.04,-2.99,-2.68
0.101,0.682,-0.029,0.770,-14.000,-33.000,26.000,0.224,-1.413,-0.577,0.11,-3.02,-2.64
0.091,0.588,-0.017,0.593,-18.000,-30.000,28.000,0.817,-1.164,-0.352,0.21,-3.09,-2.61
0.101,0.574,0.273,0.386,-21.000,-31.000,27.000,1.344,0.548,0.331,0.16,3.06,-2.65
0.100,0.529,-0.262,0.689,-22.000,-28.000,21.000,1.047,-0.072,-0.120,0.16,2.95,-2.63
0.101,0.539,-0.313,0.763,-27.000,-29.000,25.000,0.944,-0.368,-0.355,0.18,2.85,-2.59
0.101,0.380,-0.427,0.841,-30.000,-26.000,19.000,0.523,-1.323,-1.170,0.27,2.75,-2.43
0.101,0.364,-0.595,1.238,-33.000,-18.000,21.000,0.133,-1.086,-1.055,0.33,2.69,-2.28
0.101,0.283,-0.556,1.077,-31.000,-15.000,25.000,0.047,-0.259,-0.339,0.33,2.66,-2.23
0.100,0.355,-0.737,1.305,-29.000,-18.000,23.000,-0.006,0.914,0.649,0.28,2.69,-2.33
0.100,0.289,-0.512,0.898,-26.000,-26.000,21.000,-0.473,2.874,2.346,0.10,2.80,-2.67
0.101,0.410,0.009,0.501,-22.000,-37.000,15.000,-0.776,3.390,2.248,-0.16,2.87,-2.98
0.101,0.605,-0.049,0.164,-17.000,-49.000,5.000,-0.675,2.895,1.209,-0.42,2.88,3.10
0.100,0.718,0.097,0.016,-9.000,-51.000,-5.000,-0.208,2.170,1.410,-0.59,2.78,2.87
0.100,0.743,0.620,-0.107,2.000,-48.000,-17.000,-0.051,1.878,2.350,-0.67,2.58,2.51
0.100,0.737,0.772,-0.221,10.000,-47.000,-20.000,-0.305,1.476,1.424,-0.71,2.44,2.26
0.111,0.613,0.747,-0.460,12.000,-41.000,-28.000,-0.357,1.393,0.768,-0.78,2.34,2.04
0.091,0.588,0.547,-0.424,9.000,-41.000,-30.000,-0.559,0.438,0.052,-0.81,2.38,2.01
0.090,0.457,0.469,-0.347,13.000,-34.000,-34.000,-0.018,1.725,0.827,-0.87,2.21,1.77
0.100,0.271,0.712,-0.653,16.000,-26.000,-36.000,-0.074,2.183,1.129,-0.88,1.95,1.41
0.100,0.115,0.711,-0.661,15.000,-15.000,-42.000,-0.082,1.870,0.876,-0.86,1.74,1.12
0.100,-0.112,0.881,-0.860,17.000,-7.000,-40.000,-0.097,1.802,0.784,-0.80,1.57,0.86
0.101,-0.195,1.032,-1.336,17.000,-7.000,-47.000,-0.521,-1.045,-0.762,-0.87,1.77,1.05
0.101,-0.012,0.660,-0.936,11.000,-19.000,-41.000,-0.819,-2.660,-1.128,-0.86,2.22,1.52
0.101,0.248,0.525,-0.755,6.000,-29.000,-40.000,-0.127,-2.566,-0.779,-0.73,2.50,1.88
0.101,0.505,0.213,-0.177,2.000,-41.000,-27.000,-0.250,-3.104,-1.332,-0.53,2.73,2.23
0.101,0.613,0.303,-0.379,1.000,-44.000,-22.000,-0.175,-2.612,-1.627,-0.35,2.87,2.50
0.100,0.773,0.461,-0.239,-5.000,-47.000,-12.000,-0.016,-1.991,-1.316,-0.19,2.92,2.69
0.101,0.802,0.324,-0.137,-8.000,-47.000,-6.000,0.338,-1.270,-0.740,-0.09,2.90,2.80
0.101,0.858,0.220,0.128,-14.000,-44.000,0.000,0.089,-1.587,-0.954,0.03,2.90,2.94
0.100,0.829,0.121,0.196,-15.000,-40.000,9.000,0.014,-1.268,-0.788,0.13,2.89,3.05
0.101,0.736,-0.294,0.632,-20.000,-36.000,15.000,-0.052,-1.943,-1.260,0.28,2.86,-3.05
0.101,0.732,-0.121,0.731,-20.000,-29.000,23.000,-0.104,-1.671,-0.992,0.41,2.81,-2.89
0.101,0.577,-0.359,0.894,-21.000,-24.000,28.000,-0.135,-1.814,-1.011,0.55,2.74,-2.71
0.101,0.408,-0.165,0.664,-21.000,-17.000,29.000,0.027,-1.320,0.228,0.68,2.71,-2.66
0.101,0.436,-0.155,0.997,-21.000,-12.000,23.000,0.133,-0.828,0.291,0.77,2.68,-2.65
0.100,0.418,-0.103,0.995,-23.000,-14.000,27.000,0.224,-0.989,0.045,0.86,2.61,-2.58
0.091,0.332,-0.187,1.035,-26.000,-16.000,29.000,0.331,-1.264,-0.708,0.92,2.42,-2.38
0.101,0.174,-0.365,0.965,-26.000,-11.000,30.000,0.224,-1.269,-0.705,0.95,2.19,-2.13
0.100,0.165,-0.358,1.279,-29.000,-9.000,29.000,0.092,-0.641,-0.446,0.95,2.06,-1.99
0.100,0.007,-0.491,0.875,-28.000,-10.000,32.000,-1.609,-0.027,0.430,0.99,2.24,-2.01
0.102,-0.048,-0.225,0.989,-20.000,-9.000,34.000,-1.789,-1.537,1.086,1.18,2.31,-1.90
0.100,-0.047,0.111,1.190,-16.000,-6.000,42.000,-1.119,-1.207,0.150,1.27,2.17,-1.63
0.101,-0.244,0.238,0.875,-12.000,-2.000,40.000,-0.889,-0.954,0.800,1.40,2.06,-1.43
0.100,-0.405,0.261,0.843,-10.000,0.000,42.000,-0.712,-1.162,0.555,1.47,1.19,-0.48
0.100,-0.516,0.234,0.796,-6.000,5.000,40.000,-0.551,-0.879,0.611,1.44,0.21,0.55
0.102,-0.535,0.287,1.078,-5.000,10.000,39.000,-0.589,-0.933,0.178,1.33,0.07,0.75
0.100,-0.608,0.323,0.743,0.000,12.000,40.000,-0.883,-0.250,0.255,1.30,0.03,0.88
0.101,-0.615,0.394,0.698,0.000,11.000,40.000,-0.764,-0.448,0.279,1.24,-0.02,1.00
0.100,-0.557,0.480,0.997,1.000,13.000,42.000,-0.323,0.680,-0.107,1.30,0.02,0.98
0.101,-0.451,0.468,0.965,7.000,6.000,44.000,-0.781,1.426,-0.452,1.43,0.44,0.63
0.090,-0.362,0.510,1.001,11.000,-4.000,43.000,-1.034,2.088,-1.247,1.39,1.91,-0.77
0.100,-0.100,0.437,1.141,8.000,-12.000,45.000,0.905,0.872,-1.923,1.18,1.87,-0.83
0.100,0.065,0.708,0.814,4.000,-21.000,41.000,-0.115,1.329,-1.237,1.02,2.03,-0.99
0.101,0.227,0.549,0.828,-1.000,-24.000,40.000,0.309,1.668,-1.062,0.85,2.12,-1.15
0.101,0.428,0.383,0.920,-5.000,-27.000,38.000,0.251,1.979,-0.619,0.69,2.22,-1.33
0.100,0.610,0.325,0.784,-2.000,-33.000,27.000,-0.132,1.971,-0.511,0.52,2.31,-1.48
0.100,0.704,0.271,0.449,-5.000,-42.000,23.000,-0.087,2.180,-0.231,0.35,2.38,-1.63
0.111,0.833,0.278,0.317,-8.000,-45.000,15.000,0.179,2.358,-0.545,0.11,2.39,-1.77
0.091,0.769,0.147,-0.081,-5.000,-47.000,-2.000,0.065,2.515,-0.470,-0.10,2.39,-1.89
0.111,0.814,-0.023,-0.075,-10.000,-47.000,0.000,0.062,0.534,-0.390,-0.19,2.38,-1.90
0.090,0.904,0.239,-0.242,-10.000,-46.000,-4.000,0.144,0.255,0.145,-0.21,2.37,-1.93
0.101,1.011,0.224,-0.037,-8.000,-45.000,-1.000,-0.075,0.161,0.032,-0.23,2.38,-1.94
0.101,1.026,0.394,-0.247,-10.000,-44.000,-13.000,-0.247,0.776,-0.308,-0.32,2.40,-1.97
0.101,0.912,0.286,-0.415,-8.000,-45.000,-14.000,0.140,1.139,-1.080,-0.49,2.40,-1.97
0.101,0.839,0.126,-0.570,-13.000,-39.000,-17.000,0.585,1.472,-1.184,-0.69,2.34,-1.99
0.100,0.828,0.078,-0.657,-13.000,-37.000,-17.000,0.593,0.549,-0.903,-0.80,2.33,-1.95
0.100,0.763,-0.082,-0.600,-17.000,-34.000,-19.000,0.098,0.111,-0.097,-0.82,2.34,-1.95
0.102,0.725,-0.092,-0.597,-14.000,-34.000,-24.000,0.005,-0.484,0.091,-0.78,2.38,-1.90
0.101,0.844,0.125,-0.512,-16.000,-40.000,-19.000,-0.094,-1.716,-0.629,-0.69,2.56,-1.68
0.090,0.897,-0.025,-0.240,-18.000,-42.000,-8.000,-0.386,-2.278,-0.461,-0.55,2.70,-1.52
0.101,0.953,-0.072,0.055,-19.000,-41.000,0.000,-0.432,-1.875,-0.126,-0.39,2.78,-1.43
0.101,0.917,-0.172,0.144,-18.000,-41.000,4.000,-0.513,-1.343,-0.280,-0.28,2.86,-1.36
0.101,0.903,-0.235,0.330,-22.000,-39.000,8.000,-0.244,-0.778,-0.123,-0.22,2.89,-1.33
0.101,0.942,-0.093,0.379,-20.000,-40.000,9.000,0.097,-0.132,0.101,-0.21,2.87,-1.34
0.100,0.938,-0.112,0.306,-20.000,-40.000,9.000,-0.014,-0.126,0.076,-0.21,2.87,-1.35
0.101,0.934,-0.084,0.374,-20.000,-38.000,15.000,-0.110,-0.357,-0.099,-0.18,2.89,-1.33
0.101,0.845,-0.121,0.257,-22.000,-37.000,15.000,-0.116,-0.605,0.062,-0.13,2.90,-1.32
0.102,0.832,-0.170,0.496,-20.000,-33.000,24.000,-0.406,-1.368,-0.507,-0.01,2.94,-1.24
0.110,0.626,-0.131,0.467,-20.000,-28.000,29.000,-0.732,-2.907,-0.700,0.28,3.01,-1.12
0.101,0.429,-0.024,0.802,-17.000,-18.000,34.000,-0.340,-1.897,-0.559,0.46,3.01,-1.03
0.090,0.404,-0.016,1.004,-18.000,-10.000,34.000,0.435,-0.493,0.432,0.51,2.98,-1.07
0.102,0.239,-0.118,1.109,-16.000,-9.000,31.000,-0.054,-1.260,-0.272,0.63,2.95,-1.01
0.100,0.130,-0.151,1.117,-15.000,-1.000,35.000,-0.270,-1.430,-0.352,0.77,2.92,-0.93
0.091,-0.071,-0.376,0.904,-14.000,1.000,33.000,0.089,-1.124,-0.281,0.86,2.86,-0.85
0.101,-0.159,-0.237,0.780,-16.000,2.000,31.000,-0.209,-1.035,0.999,0.99,2.97,-0.97
0.101,-0.212,-0.181,0.806,-17.000,5.000,29.000,-0.794,-0.676,1.135,1.07,-3.04,-1.19
0.100,-0.234,0.176,0.901,-18.000,4.000,28.000,-1.541,-0.392,0.860,1.09,-2.71,-1.40
0.101,-0.267,0.125,1.050,-15.000,3.000,30.000,-0.466,-0.486,-0.143,1.15,-2.63,-1.43
0.101,-0.262,0.141,0.873,-17.000,1.000,33.000,0.021,0.059,0.015,1.15,-2.63,-1.44
0.101,-0.324,0.025,0.913,-17.000,2.000,31.000,-0.111,-0.094,-0.033,1.17,-2.60,-1.46
0.101,-0.341,0.139,1.141,-17.000,0.000,35.000,-0.419,-0.546,0.544,1.18,-2.36,-1.68
0.101,-0.326,0.089,1.028,-15.000,-2.000,37.000,-0.132,0.558,0.325,1.12,-2.37,-1.65
0.101,-0.344,-0.080,0.835,-17.000,-4.000,39.000,0.091,0.079,0.337,1.10,-2.33,-1.71
0.101,-0.381,0.151,0.838,-18.000,0.000,42.000,0.021,-0.544,0.566,1.09,-2.16,-1.90
0.100,-0.443,-0.087,1.151,-17.000,-5.000,35.000,0.238,0.210,1.713,0.94,-2.06,-2.04
0.100,-0.408,0.044,0.678,-15.000,-11.000,41.000,-0.688,1.254,1.779,0.73,-2.02,-2.01
0.101,-0.374,-0.091,0.793,-12.000,-18.000,40.000,-0.652,1.449,1.571,0.52,-2.00,-1.93
0.101,-0.271,0.158,0.912,-10.000,-22.000,44.000,-0.455,0.738,0.699,0.43,-1.97,-1.89
0.100,-0.229,0.047,1.044,-4.000,-23.000,39.000,-0.232,0.441,0.575,0.36,-1.95,-1.87
0.101,-0.173,-0.048,1.017,-8.000,-25.000,33.000,0.345,0.929,0.875,0.25,-1.99,-1.82
0.091,-0.058,0.001,1.120,-3.000,-27.000,36.000,-0.191,0.853,0.856,0.14,-1.98,-1.78
0.100,0.013,0.071,1.002,2.000,-29.000,34.000,-0.784,1.356,0.609,0.04,-1.90,-1.68
0.100,0.138,0.272,0.870,6.000,-34.000,30.000,-0.801,1.534,0.588,-0.07,-1.82,-1.55
0.101,0.241,0.259,0.695,10.000,-37.000,32.000,-0.801,1.372,0.871,-0.18,-1.71,-1.42
0.100,0.347,0.413,0.786,14.000,-38.000,33.000,-0.614,1.304,0.565,-0.25,-1.62,-1.29
0.100,0.415,0.450,0.642,16.000,-46.000,32.000,-0.678,1.176,0.109,-0.27,-1.51,-1.16
0.111,0.505,0.529,0.330,12.000,-52.000,20.000,-0.642,1.519,-0.375,-0.22,-1.40,-0.99
0.090,0.591,0.633,0.278,12.000,-59.000,7.000,-0.879,2.374,0.175,-0.20,-1.28,-0.77
0.100,0.731,0.662,-0.024,9.000,-57.000,-6.000,-0.907,2.185,-0.029,-0.14,-1.16,-0.56
0.100,0.822,0.526,0.099,6.000,-52.000,-9.000,-0.974,2.100,-0.874,0.01,-1.06,-0.41
0.101,0.854,0.435,-0.392,2.000,-49.000,-14.000,-0.686,2.516,-0.793,0.19,-1.02,-0.23
0.100,0.807,0.426,-0.391,0.000,-46.000,-23.000,-0.194,1.596,-0.072,0.27,-1.05,-0.09
0.100,0.848,0.339,-0.177,-1.000,-45.000,-23.000,-0.166,0.080,-0.031,0.25,-1.04,-0.08
0.100,0.901,0.328,-0.153,0.000,-43.000,-22.000,-0.146,0.044,-0.282,0.26,-1.02,-0.09
0.101,0.848,0.250,-0.257,-5.000,-45.000,-20.000,-0.096,-0.126,-0.381,0.27,-1.01,-0.12
0.101,0.976,0.401,-0.050,-6.000,-45.000,-19.000,-0.124,-0.353,-0.755,0.29,-0.99,-0.19
0.111,0.992,0.023,0.041,-7.000,-45.000,-10.000,-0.254,-0.484,-1.387,0.37,-0.91,-0.33
